Model,OriginHour,n,ActualSum,ForecastSum,MAE,RMSE,WAPE,Bias
rolling_336,2111,432.0,14060.0,14844.428571428572,24.96356922398589,48.83767123172626,0.7670172051750999,1.8158068783068775
seasonal_daily,2111,432.0,14060.0,14850.0,35.2037037037037,72.38637328280122,1.0816500711237553,1.8287037037037037
seasonal_weekly,2111,432.0,14060.0,15250.0,31.75925925925926,68.36073298915697,0.9758179231863442,2.7546296296296298
direct_mean,2135,432.0,15153.0,14698.6404494382,27.49986345193508,54.15360475509579,0.7839992748126414,-1.051758218893051
rolling_24,2135,432.0,15153.0,14060.0,27.33429783950617,54.86787581359694,0.7792791306451967,-2.530092592592593
rolling_168,2135,432.0,15153.0,14934.857142857141,28.183118386243386,55.606470008468634,0.8034783305521773,-0.5049603174603184
rolling_336,2135,432.0,15153.0,14804.0,27.802717151675484,54.72838310047761,0.7926333933560226,-0.807870370370371
seasonal_daily,2135,432.0,15153.0,14060.0,34.442129629629626,74.99439793892756,0.9819177720583383,-2.5300925925925926
seasonal_weekly,2135,432.0,15153.0,15234.0,36.32175925925926,72.37842616466645,1.0355045205569855,0.1875
direct_mean,2159,432.0,13673.0,14703.68888888889,25.806142832647463,49.136332564927415,0.8153480365467494,2.3858539094650215
rolling_24,2159,432.0,13673.0,15153.000000000002,26.07137345679012,49.15209981165669,0.8237280284746092,3.425925925925927
rolling_168,2159,432.0,13673.0,14923.285714285714,26.32492835097002,49.90843911341386,0.8317391243779015,2.894179894179894
rolling_336,2159,432.0,13673.0,14680.857142857141,26.030313051146383,49.63040849603823,0.822430720258556,2.3330026455026447
seasonal_daily,2159,432.0,13673.0,15153.0,35.56944444444444,73.546502044373,1.1238206684707086,3.425925925925926
seasonal_weekly,2159,432.0,13673.0,16128.0,35.844907407407405,71.55787931872068,1.132523952314781,5.68287037037037
direct_mean,2183,432.0,16697.0,14692.362637362636,26.534260107176777,50.10473562906753,0.6865185582020943,-4.640364265364265
rolling_24,2183,432.0,16697.0,13673.0,26.68827160493827,51.75214237081529,0.6905032840230779,-7.0
rolling_168,2183,432.0,16697.0,14572.571428571428,26.614693562610228,50.23704705644405,0.6885996058601915,-4.91765873015873
rolling_336,2183,432.0,16697.0,14666.714285714286,26.68970458553792,50.321080857097485,0.6905403594030294,-4.699735449735449
seasonal_daily,2183,432.0,16697.0,13673.0,32.129629629629626,65.24544116329196,0.8312870575552495,-7.0
seasonal_weekly,2183,432.0,16697.0,15589.0,34.8287037037037,67.98066173825002,0.901119961669761,-2.564814814814815
direct_mean,2207,432.0,15311.0,14714.152173913044,28.236717072597962,56.55485164390108,0.7966992211718581,-1.3815921900161017
rolling_24,2207,432.0,15311.0,16697.0,29.875964506172842,56.87628458052781,0.8429506019637298,3.208333333333332
rolling_168,2207,432.0,15311.0,14730.857142857141,28.21985229276896,56.493908807337995,0.7962233812602828,-1.3429232804232798
rolling_336,2207,432.0,15311.0,14833.714285714284,28.36603009259259,56.568113410556805,0.8003477891711841,-1.1048280423280428
seasonal_daily,2207,432.0,15311.0,16697.0,34.879629629629626,74.46211440377907,0.9841290575403305,3.2083333333333335
seasonal_weekly,2207,432.0,15311.0,14141.0,35.47222222222222,74.05722262022944,1.0008490627653321,-2.7083333333333335
direct_mean,2231,432.0,14436.0,14720.569892473115,25.75831549515465,47.43809015002942,0.7708224088325581,0.6587266029470327
rolling_24,2231,432.0,14436.0,15311.0,26.689814814814813,48.464203610869355,0.7986977001939596,2.025462962962963
rolling_168,2231,432.0,14436.0,14898.0,26.028935185185187,47.620145076639375,0.7789207536713771,1.0694444444444442
rolling_336,2231,432.0,14436.0,14955.642857142857,26.088941247795415,47.82742651710904,0.7807164463180672,1.2028769841269835
seasonal_daily,2231,432.0,14436.0,15311.0,33.826388888888886,72.20186144620024,1.0122610141313384,2.025462962962963
seasonal_weekly,2231,432.0,14436.0,14542.0,32.25,64.09288687637769,0.9650872817955112,0.24537037037037038
direct_mean,2255,432.0,14162.0,14717.54255319149,25.730340491200423,48.45902207319462,0.7848825795931776,1.285978132387707
rolling_24,2255,432.0,14162.0,14435.999999999998,26.038001543209877,48.5267800253595,0.7942675234194793,0.6342592592592587
rolling_168,2255,432.0,14162.0,14882.857142857143,26.026840828924165,48.691816710955166,0.7939270751373562,1.6686507936507937
rolling_336,2255,432.0,14162.0,15045.57142857143,26.04530423280423,48.506573649279055,0.7944902858756834,2.0453042328042335
seasonal_daily,2255,432.0,14162.0,14436.0,34.01851851851852,70.54824984048545,1.0377065386244881,0.6342592592592593
seasonal_weekly,2255,432.0,14162.0,14850.0,33.90277777777778,64.83261924770986,1.0341759638469143,1.5925925925925926
direct_mean,2279,432.0,14586.0,14711.694736842104,26.828167641325535,52.337457820316544,0.794581682507379,0.29096003898635564
rolling_24,2279,432.0,14586.0,14162.0,27.033371913580247,53.03171002823234,0.8006593080122492,-0.9814814814814794
rolling_168,2279,432.0,14586.0,14784.571428571428,26.95825066137566,52.3415889703498,0.7984344087285264,0.4596560846560851
rolling_336,2279,432.0,14586.0,14944.714285714286,27.033413249559082,52.43168493775441,0.8006605322781792,0.8303571428571425
seasonal_daily,2279,432.0,14586.0,14162.0,35.51851851851852,77.40528860293529,1.0519676402029343,-0.9814814814814815
seasonal_weekly,2279,432.0,14586.0,14060.0,32.94444444444444,71.51883978676139,0.9757301522007404,-1.2175925925925926
direct_mean,2303,432.0,14657.0,14710.385416666666,27.12258672518004,55.034322201056156,0.7994103476344256,0.12357735339506216
rolling_24,2303,432.0,14657.0,14586.0,26.683834876543212,55.50030759841353,0.7864785881603785,-0.16435185185185172
rolling_168,2303,432.0,14657.0,14859.714285714286,27.17055224867725,55.351730370605004,0.8008240821060635,0.46924603174603313
rolling_336,2303,432.0,14657.0,14897.285714285714,27.426780202821867,55.11774746665311,0.808376137519209,0.5562169312169318
seasonal_daily,2303,432.0,14657.0,14586.0,33.895833333333336,71.46368217752546,0.9990448249982943,-0.16435185185185186
seasonal_weekly,2303,432.0,14657.0,15153.0,35.745370370370374,75.07311251188553,1.0535580268813536,1.1481481481481481
direct_mean,2327,432.0,15177.0,14709.835051546394,26.78428471426753,50.79288231017545,0.7623911838020409,-1.0814003436426114
rolling_24,2327,432.0,15177.0,14657.0,27.34722222222222,52.53384693035976,0.778414706463728,-1.2037037037037035
rolling_168,2327,432.0,15177.0,14788.857142857141,26.721312830687825,50.850109177808676,0.7605987443405905,-0.8984788359788369
rolling_336,2327,432.0,15177.0,14856.07142857143,26.876019620811288,50.79135067046098,0.7650023374969017,-0.7428902116402125
seasonal_daily,2327,432.0,15177.0,14657.0,33.28703703703704,68.36977348160462,0.9474863279963102,-1.2037037037037037
seasonal_weekly,2327,432.0,15177.0,13673.0,33.791666666666664,68.62181652873744,0.9618501680173948,-3.4814814814814814
